"spkid","full_name","neo","pha","H","diameter","albedo","spec_B","spec_T","orbit_id","epoch","e","a","q","i","om","w","ma","n","per","moid","class","data_arc","first_obs","last_obs","n_obs_used","condition_code","ad","per_y","n_del_obs_used","n_dop_obs_used","epoch_mjd","extent","rot_per","GM","BV","UB","IR","tp_cal","two_body","A1","A2","A3","DT","tp","M1","K1","M2","K2","PC"
20388188,"388188 (2006 DP14)",Y,Y,19.00,,,,,109,2461000.5,0.7761,1.365,0.305,11.77,317.10,59.34,164.38,0.6183,582,0.0167,APO,6312,2006-02-23,2023-06-06,523,0,2.42,1.59,3,1,61000,,5.7868,,,,,2025-02-28.1,,,-4.0e-14,,,2460734.66,,,,,
20388945,"388945 (2008 TZ3)",Y,Y,20.45,,,,,273,2461000.5,0.3917,1.592,0.969,8.69,43.91,219.79,257.94,0.4904,734,0.016,APO,5846,2008-10-06,2024-10-08,2195,0,2.22,2.01,3,4,61000,,39.15,,,,,2026-06-17.0,,,7.1e-14,,,2461208.60,,,,,
20389694,"389694 (2011 QD48)",Y,Y,18.20,0.451,0.456,,,138,2461000.5,0.4922,1.545,0.785,19.07,358.78,106.80,61.92,0.5131,702,0.018,APO,2940,2011-08-30,2019-09-17,821,0,2.31,1.92,,,61000,,5.24,,,,,2025-07-23.3,,,,,,2460879.81,,,,,
20390725,"390725 (2003 HB)",Y,Y,19.69,0.293,0.271,,,108,2461000.5,0.3803,0.8497,0.527,18.12,70.34,306.76,130.68,1.258,286,0.0472,ATE,8067,2003-04-21,2025-05-22,499,0,1.17,0.783,,,61000,,,,,,,2025-08-09.1,,,-4.3e-14,,,2460896.65,,,,,
20390929,"390929 (2005 GP21)",Y,Y,20.44,,,,,51,2461000.5,0.2245,1.308,1.015,18.80,9.98,1.43,99.12,0.6586,547,0.0136,APO,6595,2005-04-04,2023-04-25,277,1,1.60,1.5,,,61000,,,,,,,2025-06-23.4,,,,,,2460850.00,,,,,
20391211,"391211 (2006 HZ51)",Y,Y,18.48,0.412,0.415,,,62,2461000.5,0.4500,1.898,1.044,12.41,84.27,193.37,138.06,0.3771,955,0.0335,AMO,8152,2001-10-14,2024-02-08,207,0,2.75,2.61,,,61000,,,,,,,2024-11-19.8,,,,,,2460634.35,,,,,
20395207,"395207 (2010 HQ80)",Y,Y,19.61,0.724,0.022,,,86,2461000.5,0.4897,1.568,0.800,27.84,218.43,66.37,280.50,0.5021,717,0.00938,APO,5329,2010-04-21,2024-11-22,321,0,2.34,1.96,,,61000,,,,,,,2026-04-28.3,,,,,,2461158.84,,,,,
20398188,"398188 Agni (2010 LE15)",Y,Y,19.33,0.462,0.137,,,138,2461000.5,0.2733,0.8645,0.628,13.25,134.18,328.63,252.91,1.226,294,0.0219,ATE,7726,2001-07-02,2022-08-27,684,0,1.10,0.804,7,6,61000,,21.99,,,,,2026-02-16.3,,,-3.2e-14,,,2461087.85,,,,,
20399457,"399457 (2002 PD43)",Y,Y,19.30,,,,,36,2461000.5,0.9564,2.507,0.109,25.95,315.06,210.98,323.31,0.2483,1.45e+03,0.026,APO,7318,2002-08-07,2022-08-20,179,0,4.90,3.97,,,61000,,,,,,,2026-04-17.7,,,,,,2461148.28,,,,,
20399774,"399774 (2005 NB7)",Y,Y,18.80,,,,,105,2461000.5,0.5171,2.044,0.987,12.70,199.14,348.15,12.51,0.3372,1.07e+03,0.00806,APO,7916,2001-12-18,2023-08-21,928,0,3.10,2.92,1,1,61000,,3.4882,,,,,2025-10-14.9,,,,,,2460963.41,,,,,
20401856,"401856 (2000 KW43)",Y,Y,20.27,,,,,61,2461000.5,0.4780,1.452,0.758,24.27,82.62,63.61,243.83,0.5631,639,0.046,APO,7702,2000-05-29,2021-06-30,263,0,2.15,1.75,,,61000,,,,,,,2026-06-15.3,,,,,,2461206.81,,,,,
20401954,"401954 (2002 RW25)",Y,Y,18.89,,,,,49,2461000.5,0.2866,0.8245,0.588,1.35,92.00,72.06,197.16,1.317,273,0.0167,ATE,7675,2002-09-05,2023-09-10,164,0,1.06,0.749,,,61000,,,,,,,2026-03-24.6,,,,,,2461124.18,,,,,
20403775,"403775 (2011 HS4)",Y,Y,20.90,,,,,37,2461000.5,0.6801,0.9383,0.300,5.46,117.48,314.29,101.12,1.084,332,0.00598,ATE,8040,2002-06-01,2024-06-05,135,0,1.58,0.909,,,61000,,,,,,,2025-08-19.7,,,,,,2460907.24,,,,,
20405212,"405212 (2003 QC10)",Y,Y,18.04,,,,,93,2461000.5,0.7314,1.373,0.369,5.04,359.94,120.90,262.87,0.6124,588,0.00166,APO,8039,2003-08-22,2025-08-25,409,0,2.38,1.61,,,61000,,15.27,,,,,2026-04-28.6,,,,,,2461159.10,,,,,
20405762,"405762 (2005 YO180)",Y,Y,20.27,,,,,25,2461000.5,0.4480,1.481,0.817,5.77,7.69,87.81,40.37,0.5471,658,0.0376,APO,7082,2004-04-08,2023-08-29,71,0,2.14,1.8,,,61000,,,,,,,2025-09-08.2,,,,,,2460926.71,,,,,
20406213,"406213 (2007 AB2)",Y,Y,20.34,,,,,90,2461000.5,0.5457,1.919,0.872,1.46,126.84,280.94,54.08,0.3708,971,0.0131,APO,5894,2007-01-10,2023-03-01,706,0,2.97,2.66,,,61000,,8.545,,,,,2025-06-28.1,,,,,,2460854.65,,,,,
20408792,"408792 (2000 GF2)",Y,Y,20.56,,,,,58,2461000.5,0.3776,1.341,0.834,9.63,176.00,108.11,137.90,0.6349,567,0.0106,APO,7263,2000-04-03,2020-02-21,362,0,1.85,1.55,,,61000,,,,,,,2025-04-17.7,,,,,,2460783.28,,,,,
20409836,"409836 (2006 QY110)",Y,Y,18.07,0.554,0.331,,,72,2461000.5,0.5742,1.924,0.819,6.40,222.61,221.65,49.60,0.3693,975,0.0319,APO,6126,2006-08-30,2023-06-08,249,0,3.03,2.67,,,61000,,,,,,,2025-07-09.7,,,,,,2460866.20,,,,,
20410627,"410627 (2008 RG1)",Y,Y,20.91,,,,,47,2461000.5,0.4430,1.316,0.733,13.09,347.78,257.46,200.11,0.6527,552,0.0138,APO,4419,2008-09-04,2020-10-10,170,0,1.90,1.51,,,61000,,,,,,,2026-07-23.9,,,,,,2461245.46,,,,,
20410778,"410778 (2009 FG19)",Y,Y,18.15,1.457,0.048,,,91,2461000.5,0.7190,2.911,0.818,54.50,187.49,120.41,96.83,0.1985,1.81e+03,0.0253,APO,5674,2009-03-21,2024-10-02,347,0,5.00,4.97,4,1,61000,,8,,,,,2024-07-21.1,,,,,,2460512.65,,,,,
20412983,"412983 (1996 FO3)",Y,Y,20.16,,,,,75,2461000.5,0.2900,1.442,1.024,5.81,333.54,162.81,72.37,0.5692,632,0.0409,AMO,9557,1996-03-24,2022-05-24,339,0,1.86,1.73,,,61000,,,,,,,2025-07-16.8,,,-8.0e-14,,,2460873.36,,,,,
20413260,"413260 (2003 TL4)",Y,Y,19.56,,,,,96,2461000.5,0.3814,0.7767,0.480,12.19,219.99,321.97,330.27,1.44,250,0.0253,ATE,7013,2003-10-13,2022-12-25,459,0,1.07,0.685,4,6,61000,,27.2,,,,,2025-12-11.6,,,-3.5e-14,,,2461021.15,,,,,
20413577,"413577 (2005 UL5)",Y,Y,20.34,,,,,"JPL 95",2461000.5,0.5697,0.9362,0.403,14.32,58.86,127.80,312.82,1.088,331,0.00559,ATE,7279,2005-10-27,2025-10-01,420,0,1.47,0.906,4,2,61000,,3.4591,,,,,2026-01-03.3,,,-4.5e-14,,,2461043.86,,,,,
20413989,"413989 (2007 EL88)",Y,Y,19.07,,,,,68,2461000.5,0.5219,1.12,0.535,30.84,198.43,116.16,208.50,0.8319,433,0.0348,APO,5783,2007-03-14,2023-01-12,247,0,1.70,1.18,,,61000,,,,,,,2026-05-22.1,,,,,,2461182.60,,,,,
20414286,"414286 (2008 OC6)",Y,Y,18.59,0.369,0.471,,,109,2461000.5,0.1992,0.9231,0.739,21.85,177.57,295.87,96.24,1.111,324,0.0306,ATE,5168,2008-07-29,2022-09-22,527,0,1.11,0.887,,,61000,,,,,,,2025-08-26.3,,,,,,2460913.90,,,,,
20414287,"414287 (2008 OB9)",Y,Y,17.73,1.974,0.038,,,93,2461000.5,0.7597,3.201,0.769,13.50,202.67,238.62,331.52,0.1721,2.09e+03,0.0125,APO,4671,2008-07-29,2021-05-13,329,0,5.63,5.73,,,61000,,42.5,,,,,2026-05-05.4,,,,,,2461165.99,,,,,
20414990,"414990 (2011 EM51)",Y,Y,21.90,,,,,71,2461000.5,0.3352,1.321,0.879,1.86,134.15,142.29,185.01,0.6488,555,0.0131,APO,3503,2011-03-10,2020-10-11,272,0,1.76,1.52,,,61000,,,,,,,2026-08-17.7,,,,,,2461270.21,,,,,
20415029,"415029 (2011 UL21)",Y,Y,15.93,,,,,371,2461000.5,0.6537,2.122,0.735,34.89,275.31,284.98,177.75,0.3188,1.13e+03,0.0157,APO,12734,1989-10-29,2024-09-09,2109,0,3.51,3.09,3,0,61000,,2.732,,,,,2024-05-12.3,,,,,,2460442.89,,,,,
20415713,"415713 (1998 XX2)",Y,Y,20.00,,,,,47,2461000.5,0.3676,0.7411,0.469,6.97,74.37,153.08,311.37,1.545,233,0.0159,ATE,9491,1998-12-08,2024-12-02,440,0,1.01,0.638,,,61000,,,,,,,2025-12-22.4,,,,,,2461031.98,,,,,
20415745,"415745 (2000 GV147)",Y,Y,19.34,,,,,"JPL 72",2461000.5,0.4573,1.746,0.948,10.56,68.64,216.12,5.05,0.427,843,0.00435,APO,11169,1993-04-15,2023-11-13,254,0,2.55,2.31,,,61000,,,,,,,2025-11-09.1,,,,,,2460988.68,,,,,
20416195,"416195 (2002 TR190)",Y,Y,19.44,,,,,"JPL 62",2461000.5,0.1599,1.077,0.905,26.92,24.21,104.80,164.28,0.882,408,0.00356,APO,7514,2002-10-12,2023-05-09,302,0,1.25,1.12,,,61000,,,,,,,2025-05-18.7,,,,,,2460814.24,,,,,
20416591,"416591 (2004 LC2)",Y,Y,18.66,,,,,"JPL 81",2461000.5,0.7346,1.865,0.495,10.98,84.25,290.71,128.67,0.3871,930,0.0278,APO,7587,2004-06-11,2025-03-20,772,0,3.23,2.55,,,61000,,4.677,,,,,2024-12-23.6,,,,,,2460668.13,,,,,
20416801,"416801 (2005 GC120)",Y,Y,19.65,0.906,0.031,,,"JPL 84",2461000.5,0.4975,1.193,0.600,16.54,67.92,258.31,215.55,0.756,476,0.00561,APO,6877,2005-04-12,2024-02-09,350,0,1.79,1.3,0,1,61000,,9.,,,,,2026-05-31.0,,,,,,2461191.58,,,,,
20417211,"417211 (2005 XL80)",Y,Y,18.26,,,,,"JPL 101",2461000.5,0.4872,1.727,0.886,10.91,53.30,143.76,236.90,0.4343,829,0.0439,APO,7222,2005-12-08,2025-09-16,401,0,2.57,2.27,2,1,61000,,,,,,,2026-08-31.4,,,,,,2461283.93,,,,,
20417217,"417217 (2005 YS)",Y,Y,19.52,,,,,96,2461000.5,0.5503,0.7111,0.320,19.60,288.58,327.93,268.80,1.644,219,0.0301,ATE,6598,2005-12-21,2024-01-14,357,0,1.10,0.6,,,61000,,,,,,,2026-01-15.4,,,3.2e-14,,,2461055.98,,,,,
20417419,"417419 (2006 KL21)",Y,Y,20.92,,,,,62,2461000.5,0.1274,1.199,1.046,9.36,117.19,214.22,222.19,0.7507,480,0.0469,AMO,6181,2006-05-23,2023-04-25,214,0,1.35,1.31,,,61000,,,,,,,2026-05-23.5,,,,,,2461184.09,,,,,
20417612,"417612 (2006 WQ29)",Y,Y,18.43,,,,,59,2461000.5,0.3935,1.601,0.971,8.08,111.95,136.69,309.20,0.4864,740,0.0195,APO,8068,2002-12-03,2025-01-04,207,1,2.23,2.03,,,61000,,,,,,,2026-03-05.4,,,,,,2461104.94,,,,,
20417634,"417634 (2006 XG1)",Y,Y,18.57,0.418,0.154,,,36,2461000.5,0.5956,2.458,0.994,20.49,38.45,344.15,334.55,0.2557,1.41e+03,0.0149,APO,2956,2006-12-11,2015-01-14,171,0,3.92,3.85,,,61000,,,,,,,2026-02-28.5,,,,,,2461100.02,,,,,
20417816,"417816 (2007 FA)",Y,Y,20.27,,,,,63,2461000.5,0.2658,1.25,0.918,16.33,156.39,135.44,54.32,0.7052,510,0.0288,APO,9147,2000-03-06,2025-03-22,199,0,1.58,1.4,,,61000,,,,,,,2025-09-04.9,,,,,,2460923.48,,,,,
20417871,"417871 (2007 MB24)",Y,Y,18.35,,,,,"JPL 74",2461000.5,0.6999,1.876,0.563,47.71,271.10,269.12,82.37,0.3835,939,0.0271,APO,13202,1989-07-01,2025-08-23,401,0,3.19,2.57,,,61000,,,,,,,2025-04-20.2,,,,,,2460785.71,,,,,
20417949,"417949 (2007 TB23)",Y,Y,18.81,,,,,85,2461000.5,0.1977,1.262,1.013,38.29,40.09,173.88,91.10,0.6952,518,0.00456,APO,6315,2007-10-03,2025-01-16,409,0,1.51,1.42,,,61000,,,,,,,2025-07-12.9,,,,,,2460869.45,,,,,
20418094,"418094 (2007 WV4)",Y,Y,19.67,0.890,0.042,,,81,2461000.5,0.4408,1.486,0.831,38.34,249.86,297.64,268.04,0.5439,662,0.019,APO,4026,2007-11-19,2018-11-27,375,0,2.14,1.81,7,3,61000,,9.929,,,,,2026-05-09.0,,,,,,2461169.56,,,,,
20418135,"418135 (2008 AG33)",Y,Y,19.36,,,,,"JPL 50",2461000.5,0.3365,1.459,0.968,16.01,38.29,155.53,20.37,0.5594,644,0.0172,APO,7681,2003-09-27,2024-10-07,171,0,1.95,1.76,2,1,61000,,,,,,,2025-10-15.5,,,,,,2460964.08,,,,,
20418416,"418416 (2008 LV16)",Y,Y,20.30,,,,,89,2461000.5,0.6252,2.089,0.783,4.71,236.48,121.96,255.94,0.3264,1.1e+03,0.00617,APO,5688,2008-06-15,2024-01-11,388,0,3.40,3.02,,,61000,,,,,,,2026-10-05.8,,,,,,2461319.31,,,,,
20418849,"418849 (2008 WM64)",Y,Y,20.47,,,,,"JPL 84",2461000.5,0.1064,1.006,0.899,33.52,91.43,256.77,36.71,0.9768,369,0.0349,APO,5526,2008-11-24,2024-01-11,332,0,1.11,1.01,3,3,61000,,2.4055,,,,,2025-10-14.4,,,,,,2460962.92,,,,,
20419472,"419472 (2010 DW1)",Y,Y,19.97,0.459,0.088,,,"JPL 83",2461000.5,0.2002,1.225,0.980,23.77,157.11,9.66,217.22,0.727,495,0.00882,APO,8428,2002-08-29,2025-09-25,385,0,1.47,1.36,,,61000,,,,,,,2026-06-05.4,,,,,,2461196.91,,,,,
20419624,"419624 (2010 SO16)",Y,Y,20.44,0.357,0.084,,,80,2461000.5,0.0754,1.004,0.928,14.51,40.34,109.26,234.44,0.9798,367,0.0306,APO,4472,2010-08-17,2022-11-14,350,0,1.08,1.01,,,61000,,,,,,,2026-03-29.1,,,,,,2461128.65,,,,,
20419880,"419880 (2011 AH37)",Y,Y,19.83,0.982,0.026,,,57,2461000.5,0.6720,2.548,0.836,9.66,102.04,322.42,253.44,0.2423,1.49e+03,0.0353,APO,4561,2010-09-24,2023-03-21,190,0,4.26,4.07,,,61000,,,,,,,2027-02-03.8,,,,,,2461440.34,,,,,
20420210,"420210 (2011 HF)",Y,Y,20.43,,,,,77,2461000.5,0.2347,1.283,0.982,10.62,204.87,149.66,238.32,0.6778,531,0.0102,APO,4742,2011-04-22,2024-04-15,226,0,1.58,1.45,,,61000,,,,,,,2026-05-19.5,,,,,,2461180.02,,,,,
20422686,"422686 (2000 AC6)",Y,Y,21.63,0.176,0.143,Q,,70,2461000.5,0.2865,0.8537,0.609,4.70,101.35,188.09,114.79,1.25,288,0.0462,ATE,8040,2000-01-04,2022-01-08,310,0,1.10,0.789,,,61000,,2.4437,,,,,2025-08-21.1,,,4.2e-14,,,2460908.64,,,,,
20422699,"422699 (2000 PD3)",Y,Y,18.28,0.619,0.220,,,108,2461000.5,0.5919,1.999,0.816,7.70,298.63,110.25,310.77,0.3488,1.03e+03,0.0271,APO,8630,2000-08-01,2024-03-18,528,0,3.18,2.83,,,61000,,42.484,,,,,2026-04-11.1,,,,,,2461141.63,,,,,
20422787,"422787 (2001 WS1)",Y,Y,17.03,,,,,113,2461000.5,0.6180,2.592,0.990,13.23,1.28,5.23,269.50,0.2362,1.52e+03,0.0118,APO,10101,1997-08-02,2025-03-29,1346,0,4.19,4.17,,,61000,,,,,,,2026-12-09.2,,,,,,2461383.72,,,,,
20423321,"423321 (2005 ED318)",Y,Y,20.90,0.202,0.212,,,72,2461000.5,0.4502,1.85,1.017,2.39,82.04,164.37,52.13,0.3917,919,0.00676,AMO,7288,2000-02-12,2020-01-26,615,0,2.68,2.52,1,1,61000,,17.157,,,,,2025-07-10.9,,,,,,2460867.42,,,,,
20423709,"423709 (2006 BQ6)",Y,Y,19.75,,,,,108,2461000.5,0.4047,1.472,0.876,13.00,307.59,304.87,317.31,0.552,652,0.0106,APO,6850,2006-01-22,2024-10-24,625,0,2.07,1.79,2,0,61000,,4.416,,,,,2026-02-06.3,,,,,,2461077.84,,,,,
20424482,"424482 (2008 DG5)",Y,Y,19.57,,,,,"JPL 142",2461000.5,0.2435,1.257,0.951,5.66,243.84,59.70,87.17,0.6995,515,0.0178,APO,8953,2001-03-28,2025-10-01,1328,0,1.56,1.41,,,61000,,11.162,,,,,2025-07-19.3,,,,,,2460875.89,,,,,
20425755,"425755 (2011 CP4)",Y,Y,21.12,,,,,75,2461000.5,0.8703,0.9117,0.118,9.47,147.97,159.94,239.26,1.132,318,0.0191,ATE,8449,2002-01-10,2025-02-27,187,0,1.71,0.871,4,7,61000,,,,,,,2026-03-07.6,,,5.5e-14,,,2461107.15,,,,,
20428209,"428209 (2006 VC)",Y,Y,20.12,,,,,43,2461000.5,0.4922,1.942,0.986,12.25,87.52,19.24,352.98,0.3643,988,0.0184,APO,3089,2006-11-01,2015-04-17,187,0,2.90,2.71,,,61000,,7.8,,,,,2025-12-10.2,,,,,,2461019.77,,,,,
20429094,"429094 (2009 SG2)",Y,Y,20.06,,,,,54,2461000.5,0.1702,1.121,0.930,25.98,9.06,253.00,299.99,0.8305,433,0.0344,APO,4788,2009-09-18,2022-10-28,190,0,1.31,1.19,,,61000,,,,,,,2026-02-01.2,,,,,,2461072.76,,,,,
20429584,"429584 (2011 EU29)",Y,Y,19.80,,,,,91,2461000.5,0.6999,2.503,0.751,2.57,177.10,251.27,274.99,0.2489,1.45e+03,0.00326,APO,4401,2011-03-08,2023-03-26,454,0,4.25,3.96,,,61000,,43.5,,,,,2026-10-28.5,,,,,,2461342.01,,,,,
20430440,"430440 (2000 OH)",Y,Y,17.67,,,,,99,2461000.5,0.5956,2.416,0.977,18.80,283.62,355.68,261.57,0.2625,1.37e+03,0.04,APO,8545,2000-07-21,2023-12-13,383,0,3.85,3.75,,,61000,,,,,,,2026-11-30.9,,,,,,2461375.47,,,,,
20430544,"430544 (2002 GM2)",Y,Y,18.73,,,,,40,2461000.5,0.8067,2.201,0.425,3.35,338.93,84.80,116.41,0.3018,1.19e+03,0.0112,APO,8397,2002-04-04,2025-03-31,149,0,3.98,3.27,,,61000,,2.633,,,,,2024-10-31.3,,,,,,2460614.84,,,,,
20430804,"430804 (2005 AD13)",Y,Y,17.89,,,,,124,2461000.5,0.7547,1.95,0.478,12.38,102.73,263.66,260.56,0.362,994,0.0174,APO,6985,2005-01-09,2024-02-24,708,0,3.42,2.72,,,61000,,,,,,,2026-08-22.6,,,,,,2461275.16,,,,,
20433953,"433953 (1997 XR2)",Y,Y,20.92,0.259,0.115,,,105,2461000.5,0.2009,1.077,0.860,7.19,250.62,84.52,84.77,0.8824,408,0.0011,APO,10048,1997-12-04,2025-06-08,507,0,1.29,1.12,6,2,61000,,9.3205,,,,,2025-08-16.9,,,3.3e-14,,,2460904.44,,,,,
20434096,"434096 (2002 GO5)",Y,Y,18.15,0.528,0.431,,,66,2461000.5,0.7679,1.896,0.440,13.77,22.59,65.37,35.80,0.3776,953,0.0311,APO,7734,2002-04-11,2023-06-14,263,0,3.35,2.61,,,61000,,,,,,,2025-08-18.1,,,,,,2460905.69,,,,,
20434188,"434188 (2003 AD23)",Y,Y,19.09,,,,,52,2461000.5,0.7627,1.645,0.391,23.34,101.47,241.66,339.12,0.467,771,0.0328,APO,7709,2002-12-14,2024-01-22,208,0,2.90,2.11,,,61000,,,,,,,2026-01-04.7,,,,,,2461045.22,,,,,
20434196,"434196 (2003 HG2)",Y,Y,21.59,,,,,47,2461000.5,0.1347,1.063,0.920,19.78,214.22,225.21,345.77,0.8998,400,0.0401,APO,8130,2003-04-24,2025-07-27,153,0,1.21,1.1,,,61000,,,,,,,2025-12-06.8,,,,,,2461016.32,,,,,
20434326,"434326 (2004 JG6)",Y,Y,18.48,,,,,36,2461000.5,0.5311,0.6352,0.298,18.94,37.01,353.01,35.63,1.947,185,0.0406,IEO,6227,2004-05-11,2021-05-29,142,1,0.97,0.506,,,61000,,,,,,,2025-11-02.6,,,,,,2460982.20,,,,,
20434633,"434633 (2005 WB1)",Y,Y,20.71,0.310,0.039,,,48,2461000.5,0.3553,1.264,0.815,22.88,61.40,265.78,81.59,0.6939,519,0.0454,APO,7125,2005-11-21,2025-05-25,268,0,1.71,1.42,,,61000,,,,,,,2025-07-26.4,,,,,,2460882.92,,,,,
20434677,"434677 (2006 BZ7)",Y,Y,17.45,,,,,56,2461000.5,0.3666,1.49,0.944,68.42,262.95,188.81,317.80,0.5419,664,0.0376,APO,7131,2006-01-23,2025-08-02,222,0,2.04,1.82,,,61000,,,,,,,2026-02-06.8,,,,,,2461078.37,,,,,
20434734,"434734 (2006 FX)",Y,Y,20.01,,,,,47,2461000.5,0.4382,1.495,0.840,24.64,181.14,299.51,298.87,0.5393,668,0.0033,APO,7280,2005-09-24,2025-08-30,199,0,2.15,1.83,,,61000,,,,,,,2026-03-14.3,,,,,,2461113.85,,,,,
20435159,"435159 (2007 LQ19)",Y,Y,17.13,,,,,65,2461000.5,0.6319,2.604,0.958,17.10,110.82,207.62,133.95,0.2346,1.53e+03,0.0129,APO,6414,2007-06-13,2025-01-03,206,0,4.25,4.2,,,61000,,,,,,,2024-04-29.0,,,,,,2460429.55,,,,,
20435548,"435548 (2008 QT3)",Y,Y,18.87,,,,,102,2461000.5,0.5285,2.012,0.949,7.25,271.89,161.00,334.22,0.3454,1.04e+03,0.0118,APO,6227,2008-08-24,2025-09-11,597,0,3.08,2.85,,,61000,,,,,,,2026-02-03.6,,,,,,2461075.15,,,,,
20436329,"436329 (2010 GX62)",Y,Y,20.09,0.622,0.012,,,64,2461000.5,0.6989,2.971,0.895,21.82,206.92,317.00,33.14,0.1924,1.87e+03,0.000481,APO,1983,2010-01-16,2015-06-22,182,0,5.05,5.12,,,61000,,,,,,,2025-06-01.7,,,,,,2460828.27,,,,,
20436671,"436671 (2011 SV71)",Y,Y,18.00,2.159,0.024,,,57,2461000.5,0.6081,2.635,1.032,13.39,80.60,190.72,155.11,0.2305,1.56e+03,0.0213,AMO,6195,2002-03-19,2019-03-05,205,0,4.24,4.28,,,61000,,,,,,,2024-01-18.0,,,,,,2460327.50,,,,,
20436724,"436724 (2011 UW158)",Y,Y,19.98,,,,,145,2461000.5,0.3767,1.62,1.010,4.57,285.94,8.83,5.22,0.4778,753,0.00419,APO,4878,2011-10-25,2025-03-03,964,0,2.23,2.06,8,0,61000,,0.61073,,,,,2025-11-10.0,,,,,,2460989.58,,,,,
20436774,"436774 (2012 KY3)",Y,Y,18.41,,,,,"JPL 67",2461000.5,0.4864,1.231,0.632,21.39,21.50,87.27,7.43,0.7212,499,0.0251,APO,4854,2012-05-16,2025-08-30,209,0,1.83,1.37,2,2,61000,,,,,,,2025-11-10.6,,,,,,2460990.19,,,,,
20437841,"437841 (1998 HD14)",Y,Y,21.00,,,,,56,2461000.5,0.3126,0.9633,0.662,7.81,183.75,260.92,151.37,1.042,345,0.0348,ATE,7735,1998-04-25,2019-06-29,210,0,1.26,0.945,,,61000,,,,,,,2025-06-28.7,,,-4.8e-14,,,2460855.29,,,,,
20437844,"437844 (1999 MN)",Y,Y,21.01,,,,,77,2461000.5,0.6653,0.674,0.226,2.03,81.39,9.20,107.51,1.781,202,0.00588,ATE,9519,1999-06-22,2025-07-14,289,0,1.12,0.553,2,2,61000,,5.495,,,,,2025-09-21.6,,,3.8e-14,,,2460940.14,,,,,
20437905,"437905 (2001 XU30)",Y,Y,19.98,,,Sq,,31,2461000.5,0.6638,2.198,0.739,8.93,71.99,107.12,109.03,0.3025,1.19e+03,0.00351,APO,4930,2001-12-13,2015-06-13,184,0,3.66,3.26,,,61000,,,,,,,2024-11-25.6,,,,,,2460640.11,,,,,
20438105,"438105 (2005 GO22)",Y,Y,18.77,,,,,74,2461000.5,0.8234,1.914,0.338,1.56,61.75,19.11,301.89,0.3722,967,0.0186,APO,6655,2005-04-05,2023-06-25,312,0,3.49,2.65,1,0,61000,,4.103,,,,,2026-04-26.1,,,,,,2461156.63,,,,,
20438661,"438661 (2008 EP6)",Y,Y,19.23,,,,,61,2461000.5,0.2931,1.209,0.855,17.72,303.22,130.31,168.42,0.7415,486,0.0478,APO,5882,2008-03-05,2024-04-12,247,0,1.56,1.33,1,0,61000,,,,,,,2025-04-07.8,,,,,,2460773.37,,,,,
20438908,"438908 (2009 XO)",Y,Y,20.63,,,,,100,2461000.5,0.5434,1.859,0.849,0.35,27.93,140.53,83.10,0.3888,926,0.00188,APO,3868,2009-12-09,2020-07-12,840,0,2.87,2.53,3,1,61000,,,,,,,2025-04-21.2,,,,,,2460786.77,,,,,
20438955,"438955 (2010 LN14)",Y,Y,21.01,,,,,66,2461000.5,0.4745,1.154,0.606,1.47,342.93,33.25,96.86,0.7952,453,0.0181,APO,4306,2010-06-06,2022-03-21,276,0,1.70,1.24,1,1,61000,,3.842,,,,,2025-07-22.1,,,,,,2460878.70,,,,,
20439313,"439313 (2012 VE82)",Y,Y,19.66,,,,,63,2461000.5,0.5437,2.112,0.964,9.93,110.39,186.57,140.98,0.3211,1.12e+03,0.0494,APO,4142,2012-11-12,2024-03-16,212,0,3.26,3.07,0,1,61000,,,,,,,2024-09-07.8,,,,,,2460561.39,,,,,
20439437,"439437 (2013 NK4)",Y,Y,18.93,,,,,102,2461000.5,0.5499,1.023,0.460,6.55,33.70,50.59,254.20,0.953,378,0.0148,APO,4350,2013-07-01,2025-05-29,604,0,1.59,1.03,4,1,61000,,,,,,,2026-03-12.0,,,,,,2461111.53,,,,,
20439877,"439877 (1999 XM141)",Y,Y,19.68,,,,,52,2461000.5,0.3692,1.236,0.780,21.62,72.98,105.79,264.68,0.7172,502,0.035,APO,9406,1999-12-13,2025-09-13,214,0,1.69,1.37,,,61000,,,,,,,2026-04-02.9,,,,,,2461133.42,,,,,
20440212,"440212 (2004 OB)",Y,Y,18.97,,,,,123,2461000.5,0.4302,1.681,0.958,3.44,174.52,223.36,236.20,0.4522,796,0.0116,APO,8039,2003-03-31,2025-04-03,747,0,2.40,2.18,,,61000,,,,,,,2026-08-21.7,,,,,,2461274.26,,,,,
20441641,"441641 (2008 WZ13)",Y,Y,18.62,,,,,"JPL 71",2461000.5,0.5625,1.995,0.873,8.20,51.73,133.90,305.68,0.3497,1.03e+03,0.0135,APO,6158,2008-11-20,2025-09-30,383,0,3.12,2.82,,,61000,,,,,,,2026-04-25.3,,,,,,2461155.84,,,,,
20441987,"441987 (2010 NY65)",Y,Y,21.36,0.228,0.071,,,184,2461000.5,0.3701,1.004,0.632,11.54,267.92,252.09,207.80,0.9803,367,0.0185,APO,5134,2010-07-14,2024-08-03,997,0,1.38,1.01,15,3,61000,,4.9706,,,,,2026-04-25.2,,,-3.8e-14,-1.1e-13,,2461155.76,,,,,
